2020   1  18   58866   56.511  297.632 -182.7724    0.182  0.000    0.069    0.051    0.0140  0.500  0.500
2020   1  19   58867   55.580  298.619 -183.7328    0.183  0.002    0.046    0.031    0.0098  0.500  0.500
2020   1  20   58868   54.554  299.464 -184.5557    0.186  0.001    0.047    0.032    0.0100  0.500  0.500
2020   1  21   58869   53.799  300.299 -185.2437    0.191 -0.006    0.048    0.032    0.0101  0.500  0.500
2020   1  22   58870   53.235  301.144 -185.7840    0.197 -0.018    0.049    0.033    0.0103  0.500  0.500
2020   1  23   58871   52.580  302.530 -186.1567    0.200 -0.029    0.049    0.033    0.0105  0.500  0.500
2020   1  24   58872   51.907  303.658 -186.4604    0.201 -0.035    0.050    0.034    0.0107  0.500  0.500
2020   1  25   58873   51.868  304.835 -186.7684    0.202 -0.032    0.051    0.034    0.0109  0.500  0.500
2020   1  26   58874   51.393  306.294 -187.1747    0.207 -0.025    0.052    0.035    0.0112  0.500  0.500
2020   1  27   58875   50.390  307.440 -187.7008    0.219 -0.021    0.053    0.036    0.0115  0.500  0.500
2020   1  28   58876   49.320  308.617 -188.3344    0.236 -0.026    0.054    0.036    0.0119  0.500  0.500
2020   1  29   58877   48.208  310.173 -189.0518    0.253 -0.039    0.055    0.037    0.0122  0.500  0.500
2020   1  30   58878   46.947  311.667 -189.7991    0.262 -0.054    0.056    0.037    0.0126  0.500  0.500
2020   1  31   58879   45.651  312.965 -190.5384    0.256 -0.064    0.057    0.038    0.0130  0.500  0.500
2020   2   1   58880   44.395  314.316 -191.2427    0.237 -0.064    0.058    0.039    0.0134  0.500  0.500
