     time (sec)           x (m)           y (m)           z (m)        vx (m/s)        vy (m/s)        vz (m/s)
         23380.000000000000000       -5048934.909380345605314       -2021061.069965965813026        4205196.615480249747634           4387.431550288642939           1567.828524641489366           6020.674593206616919
         23390.000000000000000       -5004752.166524885222316       -2005259.291464319452643        4265143.776661469601095           4449.026038348002658           1592.494603703838038           5968.635521775520829
         23400.000000000000000       -4959956.220711838454008       -1989211.834310948383063        4324566.894404915161431           4510.070900469771914           1616.963756661181151           5915.866999212813425
         23410.000000000000000       -4914552.605321690440178       -1972920.682672812836245        4383458.707151450216770           4570.558723943682708           1641.233007153869039           5862.375630705663752
         23420.000000000000000       -4868546.927511014044285       -1956387.850339764263481        4441812.019831836223602           4630.482167288180790           1665.299406119103423           5808.168108318711347
         23430.000000000000000       -4821944.867481705732644       -1939615.380464442307130        4499619.704721561633050           4689.833962629654707           1689.160030542633422           5753.251209025151184
         23440.000000000000000       -4774752.177740532904863       -1922605.345300207845867        4556874.702284563332796           4748.606916527945032           1712.811983803513840           5697.631793694299631
         23450.000000000000000       -4726974.682365799322724       -1905359.845921239582822        4613570.022017065435648           4806.793909155876463           1736.252397555307653           5641.316807179804528
         23460.000000000000000       -4678618.276252384297550       -1887881.011952339671552        4669698.743273051455617           4864.387896690252092           1759.478430477091706           5584.313276254893026
         23470.000000000000000       -4629688.924352975562215       -1870171.001292523462325        4725254.016081313602626           4921.381911533931998           1782.487269109589761           5526.628308969479804
         23480.000000000000000       -4580192.660908997990191       -1852231.999837703071535        4780229.061950907111168           4977.769063398594881           1805.276127846790814           5468.269093390116723
         23490.000000000000000       -4530135.588684857822955       -1834066.221190062584355        4834617.174675173126161           5033.542538791211882           1827.842250394214034           5409.242897541959792
         23500.000000000000000       -4479523.878178752958775       -1815675.906380452448502        4888411.721111884340644           5088.695603740359729           1850.182908190524131           5349.557066850605224
         23510.000000000000000       -4428363.766842921264470       -1797063.323571216780692        4941606.141968355514109           5143.221602321371392           1872.295402723628285           5289.219024864813946
         23520.000000000000000       -4376661.558281050994992       -1778230.767772481776774        4994193.952560952864587           5197.113959501351928           1894.177063802187604           5228.236270451835480
         23530.000000000000000       -4324423.621454373002052       -1759180.560539690777659        5046168.743580070324242           5250.366179702672525           1915.825251814070043           5166.616378614842688
         23540.000000000000000       -4271656.389865500852466       -1739915.049684019992128        5097524.181829362176359           5302.971849546627709           1937.237356031590480           5104.366997583480952
         23550.000000000000000       -4218366.360751225613058       -1720436.608965001069009        5148254.010969984345138           5354.924636481729976           1958.410796815763206           5041.495849723073661
         23560.000000000000000       -4164560.094253166578710       -1700747.637795225251466        5198352.052239641547203           5406.218291402874456           1979.343023953025977           4978.010728527862739
         23570.000000000000000       -4110244.212597598321736       -1680850.560928227379918        5247812.205176047049463           5456.846647369899074           2000.031518809739282           4913.919499612381514
         23580.000000000000000       -4055425.399253836367279       -1660747.828157824231312        5296628.448315359652042           5506.803622080366949           2020.473792697417366           4849.230097620437846
         23590.000000000000000       -4000110.398100769147277       -1640441.914001186378300        5344794.839895333163440           5556.083216701855235           2040.667388982350531           4783.950527282871917
         23600.000000000000000       -3944306.012577330227941       -1619935.317389420932159        5392305.518537114374340           5604.679517820831279           2060.609881896682509           4718.088860760247371
         23610.000000000000000       -3888019.104825112037361       -1599230.561358725884929        5439154.703912783414125           5652.586698004585742           2080.298876722739806           4651.653236500895218
         23620.000000000000000       -3831256.594838025979698       -1578330.192724014166743        5485336.697420646436512           5699.799015061554201           2099.732011619588775           4584.651860114100600
         23630.000000000000000       -3774025.459594673942775       -1557236.781763361534104        5530845.882834538817406           5746.310813948399300           2118.906956254091710           4517.093001413812090
         23640.000000000000000       -3716332.732189158443362       -1535952.921896130545065        5575676.726947320625186           5792.116526791136494           2137.821412680571939           4448.984994156828179
         23650.000000000000000       -3658185.500958449207246       -1514481.229354475159198        5619823.780209477059543           5837.210673213955488           2156.473115946942016           4380.336235468809718
         23660.000000000000000       -3599590.908596204593778       -1492824.342865330167115        5663281.677341458387673           5881.587861825041728           2174.859832850831936           4311.155182982341103
         23670.000000000000000       -3540556.151269040070474       -1470984.923318695742637        5706045.137949670664966           5925.242789780349995           2192.979363619573633           4241.450355587756349
         23680.000000000000000       -3481088.477725418284535       -1448965.653436711756513        5748108.967128274030983           5968.170243638426655           2210.829541631696429           4171.230331765787014
         23690.000000000000000       -3421195.188399220816791       -1426769.237441169330850        5789468.056049626320601           6010.365099873366489           2228.408233624865261           4100.503748520322915
         23700.000000000000000       -3360883.634507744573057       -1404398.400718771386892        5830117.382544399239123           6051.822325377900597           2245.713339900708434           4029.279300306330697
         23710.000000000000000       -3300161.217145259026438       -1381855.889484563842416        5870052.011670546606183           6092.536977955664042           2262.742794526218859           3957.565737954069846
         23720.000000000000000       -3239035.386371479369700       -1359144.470443286001682        5909267.096271676942706           6132.504206802954286           2279.494565531898388           3885.371867588655732
         23730.000000000000000       -3177513.640295116230845       -1336266.930448702536523        5947757.877524673938751           6171.719252979643898           2295.966655106593862           3812.706549545060170
         23740.000000000000000       -3115603.524153938982636       -1313226.076157149625942        5985519.685480585321784           6210.177449778471782           2312.157100235936923           3739.578697768844904
         23750.000000000000000       -3053312.629387456923723       -1290024.733690669992939        6022547.939581993967295           6247.874223464200441           2328.063971542878789           3665.997277233696423
         23760.000000000000000       -2990648.592707933392376       -1266665.748287519905716        6058838.149181383661926           6284.805093397468227           2343.685374824584414           3591.971304351414346
         23770.000000000000000       -2927619.095166107639670       -1243151.983953583287075        6094385.914045468904078           6320.965672570955576           2359.019450780409898           3517.509845361865700
         23780.000000000000000       -2864231.861212905496359       -1219486.323112500598654        6129186.924847906455398           6356.351668021427031           2374.064375188561371           3442.622015227796055
         23790.000000000000000       -2800494.657757014967501       -1195671.666254022857174        6163236.963650961406529           6390.958881229284998           2388.818359078860794           3367.316976526080907
         23800.000000000000000       -2736415.293218557257205       -1171710.931580669712275        6196531.904376059770584           6424.783208505383300           2403.279648901477685           3291.603938335914336
         23810.000000000000000       -2672001.616578808985651       -1147607.054652660153806        6229067.713263304904103           6457.820641365001393           2417.446526691575855           3215.492155124052715
         23820.000000000000000       -2607261.516426279675215       -1123362.988031239015982        6260840.449319789186120           6490.067266888723680           2431.317310229727809           3138.990925627770594
         23830.000000000000000       -2542202.919999128673226       -1098981.700917082373053        6291846.264759206213057           6521.519268112742793           2444.890353582974058           3062.109592027790768
         23840.000000000000000       -2476833.792224733158946       -1074466.178797009401023        6322081.405422758311033           6552.172924243329362           2458.164046092811986           2984.857537929147384
         23850.000000000000000       -2411162.134755557868630       -1049819.423079971224070        6351542.211196037940681           6582.024611088620986           2471.136813694689408           2907.244188162651881
         23860.000000000000000       -2345195.985002037137747       -1025044.450734034529887        6380225.116412740200758           6611.070801333415147           2483.807118667341456           2829.279007347866354
         23870.000000000000000       -2278943.415161962155253       -1000144.293922118376940        6408126.650247106328607           6639.308064834320248           2496.173459771149737           2750.971498770997641
         23880.000000000000000       -2212412.531247430481017        -975121.999636538559571        6435243.437094923108816           6666.733068901780825           2508.234372381878984           2672.331203263870975
         23890.000000000000000       -2145611.472109271679074        -949980.629332324839197        6461572.196943269111216           6693.342578569291618           2519.988428619853039           2593.367698084216499
         23900.000000000000000       -2078548.408458176068962        -924723.258559018140659        6487109.745729302987456           6719.133456850478979           2531.434237474756173           2514.090595796692469
         23910.000000000000000       -2011231.541883682832122        -899352.976591379614547        6511852.995687746442854           6744.102664983856812           2542.570444925911943           2434.509543156300879
         23920.000000000000000       -1943669.103870298014954        -873872.886056301766075        6535798.955688023939729           6768.247262733997559           2553.395734359243761           2354.634220093051681
         23930.000000000000000       -1875869.354813631623983        -848286.102568878326565        6558944.731556935235858           6791.564408340476803           2563.908825474311925           2274.474338205714048
         23940.000000000000000       -1807840.583029991714284        -822595.754349713213742        6581287.526395807974041           6814.051359212014177           2574.108476535814134           2194.039640322046125
         23950.000000000000000       -1739591.103768680710346        -796804.981860647909343        6602824.640881160274148           6835.705471569046495           2583.993481977610827           2113.339898701715811
         23960.000000000000000       -1671129.258218676317483        -770916.937421701382846        6623553.473558266647160           6856.524201163842918           2593.562674922722636           2032.384914496178681
         23970.000000000000000       -1602463.412515739444643        -744934.784842486726120        6643471.521121309138834           6876.505102993337459           2602.814925053242405           1951.184516244783708
         23980.000000000000000       -1533601.956746321637183        -718861.699038986349478        6662576.378683854825795           6895.645831885169173           2611.749140788596833           1869.748559051918392
         23990.000000000000000       -1464553.303950947476551        -692700.865661865915172        6680865.740037867799401           6913.944142295322308           2620.364267368353012           1788.086923336355767
         24000.000000000000000       -1395325.889124729903415        -666455.480712654534727        6698337.397901883348823           6931.397888779242749           2628.659288861812911           1706.209513803966047
         24010.000000000000000       -1325928.168217824772000        -640128.750169286504388        6714989.244158634915948           6948.005025882812333           2636.633226405623191           1624.126258398271602
         24020.000000000000000       -1256368.617133074207231        -613723.889600014081225        6730819.270080959424376           6963.763608494026812           2644.285140248869538           1541.847107074817131
         24030.000000000000000       -1186655.730723409447819        -587244.123790057376027        6745825.566548678092659           6978.671791803085398           2651.614127526044285           1459.382030998345272
         24040.000000000000000       -1116798.021786805242300        -560692.686353811179288        6760006.324252697639167           6992.727831557580430           2658.619324568836873           1376.741021144109482
         24050.000000000000000       -1046804.020060662529431        -534072.819357531494461        6773359.833890434354544           7005.930084156305384           2665.299905226765532           1293.934087550182767
         24060.000000000000000        -976682.271215065498836        -507387.772931436076760        6785884.486348195932806           7018.277006716742108           2671.655082396079251           1210.971257903189553
         24070.000000000000000        -906441.335844159359112        -480640.804889981285669        6797578.772875365801156           7029.767157304843749           2677.684106750139563           1127.862576839230996
         24080.000000000000000        -836089.788457154645585        -453835.180344008607790        6808441.285245583392680           7040.399194878148592           2683.386267979994955           1044.618104507397902
         24090.000000000000000        -765636.216467357473448        -426974.171319372195285        6818470.715909667313099           7050.171879626926966           2688.760893770067014            961.247915891155913
         24100.000000000000000        -695089.219181461608969        -400061.056367911223788        6827665.858135307207704           7059.084072783792180           2693.807350891879651            877.762099339973020
         24110.000000000000000        -624457.406785915372893        -373099.120184637664352        6836025.606138827279210           7067.134737079284605           2698.525044298328339            794.170755910747175
         24120.000000000000000        -553749.399334777612239        -346091.653217784187291        6843548.955203442834318           7074.322936424935506           2702.913418072167588            710.483997895159064
         24130.000000000000000        -482973.825733288947958        -319041.951284486567602        6850235.001789753325284           7080.647836477455712           2706.971954659995845            626.711948146428426
         24140.000000000000000        -412139.322724148631096        -291953.315180936013348        6856082.943632958456874           7086.108704279818085           2710.700175596236477            542.864738668843529
         24150.000000000000000        -341254.533870843762998        -264829.050294594024308        6861092.079830722883344           7090.704908608627193           2714.097641180754636            458.952509734177283
         24160.000000000000000        -270328.108539415348787        -237672.466215754859149        6865261.810920308344066           7094.435920081892618           2717.163950566005042            374.985408787470817
         24170.000000000000000        -199368.700883059209445        -210486.876347289566183        6868591.638943853788078           7097.301310863870640           2719.898742015501284            290.973589236856014
         24180.000000000000000        -128384.968821790942457        -183275.597515760397073        6871081.167504099197686           7099.300755287466927           2722.301692630715934            206.927209557035411
         24190.000000000000000         -57385.573022269563808        -156041.949581259978004        6872730.101808699779212           7100.434029655541963           2724.372518583503279            122.856432081896145
         24200.000000000000000          13620.824119272510870        -128789.255046276157373        6873538.248703149147332           7100.701011962463781           2726.110975184338258             38.771421887985142
         24210.000000000000000          84625.559499099646928        -101520.838665290837525        6873505.516693331301212           7100.101682577772408           2727.516856795982221            -45.317654232607389
         24220.000000000000000         155619.970327396702487         -74240.027053078199970        6872631.915956716984510           7098.636123877256978           2728.589996948467160           -129.400628932953708
         24230.000000000000000         226595.395148522540694         -46950.148293357517105        6870917.558342387899756           7096.304520394694009           2729.330268356447050           -213.467335418106643
         24240.000000000000000         297543.174862362851854         -19654.531546797094052        6868362.657360124401748           7093.107158734628683           2729.737582919156921           -297.507608545937103
         24250.000000000000000         368454.653747195086908           7643.493341544657596        6864967.528157643042505           7089.044427858329982           2729.811891827219824           -381.511286017797659
         24260.000000000000000         439321.180479607777670          34940.596233857577317        6860732.587487716227770           7084.116818636612152           2729.553185412405583           -465.468209380387350
         24270.000000000000000         510134.109158930310514          62233.447093812741514        6855658.353661755099893           7078.324924511616700           2728.961493502101348           -549.368225424889260
         24280.000000000000000         580884.800325022311881          89518.716376539377961        6849745.446495720185339           7071.669440465727348           2728.036884793668833           -633.201186836458191
         24290.000000000000000         651564.621982635813765         116793.075423898466397        6842994.587240261025727           7064.151164171509663           2726.779467692811522           -716.956953986860640
         24300.000000000000000         722164.950619897572324         144053.196854769601487        6835406.598503433167934           7055.770994926666390           2725.189389483097784           -800.625395437566681
         24310.000000000000000         792677.172231911332346         171295.754961465776432        6826982.404157061129808           7046.529934476118797           2723.266837200933423           -884.196389780323102
         24320.000000000000000         863092.683338897884823         198517.426101016346365        6817723.029235500842333           7036.429086282039862           2721.012036949486173           -967.659826264737944
         24330.000000000000000         933402.892005014116876         225714.889087808376644        6807629.599821674637496           7025.469655656625946           2718.425254102178314          -1051.005606127232568
         24340.000000000000000        1003599.218855316983536         252884.825583488156553        6796703.342923545278609           7013.652949497683039           2715.506792917685289          -1134.223643466157910
         24350.000000000000000        1073673.098094660323113         280023.920494119927753        6784945.586333040148020           7000.980376679986875           2712.256997596237852          -1217.303867248104552
         24360.000000000000000        1143615.978522842749953         307128.862360977451317        6772357.758478242903948           6987.453447398800563           2708.676251209011298          -1300.236221655274903
         24370.000000000000000        1213419.324547546450049         334196.343748138227966        6758941.388266117312014           6973.073773092351985           2704.764975544990648          -1383.010667158367824
         24380.000000000000000        1283074.617199240485206         361223.061641059117392        6744698.104904875159264           6957.843066631736292           2700.523632418281068          -1465.617182719119455
         24390.000000000000000        1352573.355140556348488         388205.717832533235196        6729629.637724109925330           6941.763141735838872           2695.952722056509629          -1548.045765735643272
         24400.000000000000000        1421907.055676547344774         415141.019317748839967        6713737.815976115874946           6924.835913023661305           2691.052784238553159          -1630.286434110405708
         24410.000000000000000        1491067.255761167965829         442025.678682291472796        6697024.568630615249276           6907.063395680928807           2685.824397499348834          -1712.329226832538552
         24420.000000000000000        1560045.513002331834286         468856.414489192713518        6679491.924158254638314           6888.447705290407612           2680.268179011839038          -1794.164205086845186
         24430.000000000000000        1628833.406664907932281         495629.951672993251123        6661142.010297010652721           6868.991057593872938           2674.384785418071260          -1875.781454060772830
         24440.000000000000000        1697422.538671262096614         522343.021923169435468        6641977.053814549930394           6848.695768266139567           2668.174911553304355          -1957.171083185281077
         24450.000000000000000        1765804.534598300931975         548992.364077239879407        6621999.380251714959741           6827.564252574476086           2661.639291638982741          -2038.323228188588473
         24460.000000000000000        1833971.044672971358523         575574.724505328107625        6601211.413660457357764           6805.599025177003568           2654.778698243932013          -2119.228051515638526
         24470.000000000000000        1901913.744765237905085         602086.857492948533036        6579615.676331140100956           6782.802699901464621           2647.593942149368559          -2199.875743418757793
         24480.000000000000000        1969624.337376106763259         628525.525632606120780        6557214.788502097129822           6759.177989219263509           2640.085873362534130          -2280.256523823165026
         24490.000000000000000        2037094.552624609787017         654887.500205646385439        6534011.468064347282052           6734.727704153079685           2632.255379943750995          -2360.360642669189929
         24500.000000000000000        2104316.149232423398644         681169.561562095768750        6510008.530255945399404           6709.454754030194636           2624.103387865234708          -2440.178380990300411
         24510.000000000000000        2171280.915501653682441         707368.499510220368393        6485208.887338562868536           6683.362145777332444           2615.630862123482530          -2519.700052776570374
         24520.000000000000000        2237980.670292724389583         733481.113695282721892        6459615.548269747756422           6656.452983954344745           2606.838805445588150          -2598.916005265067724
         24530.000000000000000        2304407.263999414630234         759504.213975990540348        6433231.618365092203021           6628.730470486652848           2597.728258144964002          -2677.816620005976347
         24540.000000000000000        2370552.579515955876559         785434.620811952743679        6406060.298942593857646           6600.197903784473056           2588.300299321062084          -2756.392314694563538
         24550.000000000000000        2436408.533205108717084         811269.165638886741363        6378104.886963243596256           6570.858678913557924           2578.556045460428322          -2834.633543441161692
         24560.000000000000000        2501967.075861183926463         837004.691245962982066        6349368.774659249931574           6540.716287074924367           2568.496650755996598          -2912.530798072001744
         24570.000000000000000        2567220.193672002758831         862638.052148190676235        6319855.449153716675937           6509.774315499686963           2558.123306525119460          -2990.074608929169244
         24580.000000000000000        2632159.909170559607446         888166.114969755988568        6289568.492063976824284           6478.036446347937272           2547.437242506249277          -3067.255546612526359
         24590.000000000000000        2696778.282189314253628         913585.758814891334623        6258511.579100422561169           6445.506457068201598           2536.439725344650469          -3144.064222281866023
         24600.000000000000000        2761067.410811549052596         938893.875636151991785        6226688.479655498638749           6412.188220092240044           2525.132058450662498          -3220.491288713605627
         24610.000000000000000        2825019.432311438024044         964087.370615114108659        6194103.056376585736871           6378.085701589575365           2513.515583350234465          -3296.527441942770110
         24620.000000000000000        2888626.524097595363855         989163.162529192632064        6160759.264734370633960           6343.202961957435946           2501.591678105627579          -3372.163421636564181
         24630.000000000000000        2951880.904650772456080        1014118.184121022815816        6126661.152579431422055           6307.544155165275697           2489.361757680921073          -3447.390012320948244
         24640.000000000000000        3014774.834460691548884        1038949.382462408626452        6091812.859689895994961           6271.113528724291427           2476.827273313972000          -3522.198044243688855
         24650.000000000000000        3077300.616950460709631        1063653.719330047024414        6056218.617305080406368           6233.915422282845611           2463.989713913325886          -3596.578394839560133
         24660.000000000000000        3139450.599405392538756        1088228.171567874029279        6019882.747652816586196           6195.954268260730714           2450.850604418209514          -3670.521989266736909
         24670.000000000000000        3201217.173898828681558        1112669.731446833582595        5982809.663466517813504           6157.234591500744500           2437.411505664321339          -3744.019801489863312
         24680.000000000000000        3262592.778204404748976        1136975.407036980148405        5945003.867489492520690           6117.761007777964551           2423.674015794174466          -3817.062855586942078
         24690.000000000000000        3323569.896713672671467        1161142.222565913340077        5906469.951971483416855           6077.538224504526625           2409.639768591014217          -3889.642226451791885
         24700.000000000000000        3384141.061350515112281        1185167.218774848850444        5867212.598154548555613           6036.571040353253011           2395.310433345877300          -3961.749040898119347
         24710.000000000000000        3444298.852471221704036        1209047.453286631265655        5827236.575748032890260           5994.864343711405127           2380.687716263125367          -4033.374478788836313
         24720.000000000000000        3504035.899773687124252        1232780.000955593306571        5786546.742393804714084           5952.423113798482518           2365.773358273053873          -4104.509773954800039
         24730.000000000000000        3563344.883189537096769        1256361.954233196331188        5745148.043121128343046           5909.252418721574941           2350.569136937658641          -4175.146215251299509
         24740.000000000000000        3622218.533781528007239        1279790.423519003903493        5703045.509791380725801           5865.357416198637111           2335.076864780840424          -4245.275147600573291
         24750.000000000000000        3680649.634637415409088        1303062.537510119611397        5660244.260531093925238           5820.743353128428680           2319.298389135594789          -4314.887973136678738
         24760.000000000000000        3738631.021749283187091        1326175.443562044529244        5616749.499156910926104           5775.415564019162957           2303.235593509662522          -4383.976152010740407
         24770.000000000000000        3796155.584900984074920        1349126.308031417895108        5572566.514586816541851           5729.379472024490497           2286.890395423924019          -4452.531203808407554
         24780.000000000000000        3853216.268538764212281        1371912.316633601905778        5527700.680244759656489           5682.640587018677252           2270.264748243135273          -4520.544708155834087
         24790.000000000000000        3909806.072649419773370        1394530.674782061949372        5482157.453449702821672           5635.204506549299367           2253.360639036238808          -4588.008306343450386
         24800.000000000000000        3965918.053621683735400        1416978.607942768372595        5435942.374799660407007           5587.076913957107536           2236.180090361092425          -4654.913701746965671
         24810.000000000000000        4021545.325114206410944        1439253.361970139434561        5389061.067538456059992           5538.263579216592916           2218.725158152816221          -4721.252661656517375
         24820.000000000000000        4076681.058907092083246        1461352.203457735246047        5341519.236919184215367           5488.770357122034511           2200.997933454091708          -4787.017017511272570
         24830.000000000000000        4131318.485759114380926        1483272.420070815831423        5293322.669548368081450           5438.603187987456295           2183.000540337277926          -4852.198666929451065
         24840.000000000000000        4185450.896249115001410        1505011.320892952149734        5244477.232728498056531           5387.768095919856023           2164.735137572253734          -4916.789573757870130
         24850.000000000000000        4239071.641621442511678        1526566.236755058169365        5194988.873779715038836           5336.271189351701651           2146.203916587977346          -4980.781770293914633
         24860.000000000000000        4292174.134616671130061        1547934.520577470306307        5144863.619361198507249           5284.118659422056226           2127.409103070397578          -5044.167357153587545
         24870.000000000000000        4344751.850304414518178        1569113.547695357352495        5094107.574770498089492           5231.316780316460608           2108.352954969042457          -5106.938505672957035
         24880.000000000000000        4396798.326904471032321        1590100.716192083898932        5042726.923239841125906           5177.871907946408101           2089.037763598451420          -5169.087457989855466
         24890.000000000000000        4448307.166601320728660        1610893.447231771191582        4990727.925223942846060           5123.790479391711415           2069.465853373743357          -5230.606528052710928
         24900.000000000000000        4499272.036357074044645        1631489.185377344023436        4938116.917664951644838           5069.079012699696250           2049.639580329646833          -5291.488103905641765
         24910.000000000000000        4549686.668712231330574        1651885.398920764680952        4884900.313261238858104           5013.744105613992360           2029.561333516497598          -5351.724647140515117
         24920.000000000000000        4599544.862583616748452        1672079.580197358503938        4831084.599711026996374           4957.792435347414539           2009.233533142028591          -5411.308695665071355
         24930.000000000000000        4648840.484052300453186        1692069.245906664524227        4776676.338955575600266           4901.230757521415399           1988.658631504115419          -5470.232863474942860
         24940.000000000000000        4697567.467144998721778        1711851.937431910308078        4721682.166413714177907           4844.065905529502743           1967.839112681459937          -5528.489841653636176
         24950.000000000000000        4745719.814608610235155        1731425.221146453171968        4666108.790192530490458           4786.304789831369817           1946.777491165607216          -5586.072400853517138
         24960.000000000000000        4793291.598676064983010        1750786.688726364169270        4609962.990299385972321           4727.954397083533877           1925.476312680516457          -5642.973390909038244
         24970.000000000000000        4840276.961825435981154        1769933.957461069338024        4553251.617845459841192           4669.021789455385260           1903.938153847375588          -5699.185741821084775
         24980.000000000000000        4886670.117529099807143        1788864.670551884453744        4495981.594225224107504           4609.514103601603892           1882.165620899419991          -5754.702466294198530
         24990.000000000000000        4932465.350996011868119        1807576.497415520250797        4438159.910297900438309           4549.438550007605045           1860.161350379371470          -5809.516659218073983
         25000.000000000000000        4977657.019905393011868        1826067.133982721716166        4379793.625556193292141           4488.802412088196434           1837.928008493211564          -5863.621499155657148
         25010.000000000000000        5022239.555133488960564        1844334.302995844045654        4320889.867289771325886           4427.613045524479276           1815.468291069012366          -5917.010248786526972
         25020.000000000000000        5066207.461466600187123        1862375.754295798717067        4261455.829724676907063           4365.877876807175198           1792.784922401938957          -5969.676257443688883
         25030.000000000000000        5109555.318309704773128        1880189.265112814959139        4201498.773166364058852           4303.604402891288373           1769.880655776618369          -6021.612960473750718
         25040.000000000000000        5152277.780384950339794        1897772.640352064743638        4141026.023130225948989           4240.800190114192446           1746.758272846179807          -6072.813880694866384
         25050.000000000000000        5194369.578424065373838        1915123.712877772981301        4080044.969467251561582           4177.472873611800424           1723.420583519068259          -6123.272628771272139
         25060.000000000000000        5235825.519842888228595        1932240.343787923688069        4018563.065466811414808           4113.630155444748198           1699.870424957658770          -6172.982905672268316
         25070.000000000000000        5276640.489414489828050        1949120.422691305633634        3956587.826963038649410           4049.279804577372943           1676.110661908259999          -6221.938501984907816
         25080.000000000000000        5316809.449930507689714        1965761.867979433387518        3894126.831430183257908           3984.429655638459280           1652.144186125163969          -6270.133299296406221
         25090.000000000000000        5356327.442857418209314        1982162.627096368465573        3831187.717072353232652           3919.087608406323852           1627.973916167003608          -6317.561270559437617
         25100.000000000000000        5395189.588971284218132        1998320.676800729241222        3767778.181892655789852           3853.261625561786332           1603.602796586020304          -6364.216482374415136
         25110.000000000000000        5433391.088993370532990        2014234.023428157204762        3703905.982765798456967           3786.959732984742004           1579.033798046648371          -6410.093094339368690
         25120.000000000000000        5470927.224213593639433        2029900.703149182256311        3639578.934499769471586           3720.190018371250062           1554.269916803018305          -6455.185360341941305
         25130.000000000000000        5507793.357108816504478        2045318.782223995774984        3574804.908892773557454           3652.960630792248594           1529.314174408941653          -6499.487628930970459
         25140.000000000000000        5543984.931937225162983        2060486.357251494424418        3509591.833771184086800           3585.279778126720885           1504.169617121591727          -6542.994345354725738
         25150.000000000000000        5579497.475335552357137        2075401.555416770745069        3443947.692030244041234           3517.155727640553778           1478.839315787524583          -6585.700051038812489
         25160.000000000000000        5614326.596903285942972        2090062.534734305925667        3377880.520664994604886           3448.596804483173855           1453.326365384869632          -6627.599384768386699
         25170.000000000000000        5648467.989782568067312        2104467.484287446830422        3311398.409795599523932           3379.611391300827108           1427.633884642430303          -6668.687083100607197
         25180.000000000000000        5681917.431211089715362        2118614.624464064836502        3244509.501677028369159           3310.207925429035640           1401.765015680011629          -6708.957982094371800
         25190.000000000000000        5714670.783080474473536        2132502.207188719417900        3177221.989709712099284           3240.394899686300505           1375.722923642318165          -6748.407017002413340
         25200.000000000000000        5746723.992487026378512        2146128.516150273848325        3109544.117443029768765           3170.180861415329673           1349.510796237765589          -6787.029223084075056
         25210.000000000000000        5778073.092253716662526        2159491.867027475498617        3041484.177564944606274           3099.574409556295450           1323.131843566019597          -6824.819737069726216
         25220.000000000000000        5808714.201464792713523        2172590.607708193827420        2973050.510892742779106           3028.584196190585772           1296.589297432013154          -6861.773796875934750
         25230.000000000000000        5838643.525968573056161        2185423.118508142419159        2904251.505349837243557           2957.218922934834609           1269.886411355858399          -6897.886743151626433
         25240.000000000000000        5867857.358891286887228        2197987.812381808180362        2835095.594941488467157           2885.487342513654312           1243.026459705520665          -6933.154019213490756
         25250.000000000000000        5896352.081119216978550        2210283.135134035721421        2765591.258719634264708           2813.398255122498540           1216.012737875367520          -6967.571172340631165
         25260.000000000000000        5924124.161791978403926        2222307.565622398629785        2695747.019744371995330           2740.960509985460703           1188.848561240963591          -7001.133853936704327
         25270.000000000000000        5951170.158769680187106        2234059.615959828719497        2625571.444035883992910           2668.183002355395729           1161.537265274055244          -7033.837820537180050
         25280.000000000000000        5977486.719088284298778        2245537.831714195199311        2555073.139521433040500           2595.074672490678950           1134.082205225379084          -7065.678934340262458
         25290.000000000000000        6003070.579421661794186        2256740.792097557336092        2484260.754975532181561           2521.644506458338583           1106.486755005431860          -7096.653163808645331
         25300.000000000000000        6027918.566516626626253        2267667.110157127957791        2413142.978953881654888           2447.901533176890553           1078.754307472007667          -7126.756584385730093
         25310.000000000000000        6052027.597622165456414        2278315.432960666250437        2341728.538720138836652           2373.854823959346959           1050.888273792784730          -7155.985379094133350
         25320.000000000000000        6075394.680907762609422        2288684.441777442581952        2270026.199167366139591           2299.513491415378212           1022.892083028064121          -7184.335839162660704
         25330.000000000000000        6098016.915880133397877        2298772.852249228395522        2198044.761730396654457           2224.886689384025885            994.769181047611028          -7211.804364906970477
         25340.000000000000000        6119891.493757845833898        2308579.414576264563948        2125793.063299707137048           2149.983608135882150            966.523032402518311          -7238.387465448856346
         25350.000000000000000        6141015.697878615930676        2318102.913670582696795        2053279.975117717403919           2074.813478905892225            938.157116233708507          -7264.081760801008386
         25360.000000000000000        6161386.904053123667836        2327342.169334524311125        1980514.401682409457862           1999.385566820512622            909.674929953853621          -7288.883980620173134
         25370.000000000000000        6181002.580946364440024        2336296.036404293030500        1907505.279629612108693           1923.709175448414271            881.079984419806465          -7312.790966949929498
         25380.000000000000000        6199860.290412590838969        2344963.404918020125479        1834261.576625306392089           1847.793640469602906            852.375807733445185          -7335.799672564387038
         25390.000000000000000        6217957.687837671488523        2353343.200262955389917        1760792.290242870338261           1771.648331721707791            823.565942023040293          -7357.907163008354473
         25400.000000000000000        6235292.522470813244581        2361434.383314832113683        1687106.446833271998912           1695.282651474168688            794.653943233125005          -7379.110617064274265
         25410.000000000000000        6251862.637731119059026        2369235.950587978120893        1613213.100398665294051           1618.706031888053076            765.643382256879818          -7399.407326270517842
         25420.000000000000000        6267665.971515065059066        2376746.934363534208387        1539121.331450482597575           1541.927935463897711            736.537842311587497          -7418.794696805077365
